"Frank O'Connor","Gavin McCarthy"
"Daagh","Ahsen Marehravi"
"Cesare Segre","Benvenuto Terracini"
"Robert S. Barton","Duane Call"
"George Mills","Jennings novels"
"Greg Hall","Jon Alan Carroll"
"Greg Hall","Liz Henry"
"Aroj Ali Matubbar","M. Shamsuddoha"
"Emilio Salgari","Matteo Mazzuca"
"Wahbi al-Hariri","Mohammed Fathi Kabawah"
"Greg Hall","Robert Pesich"
"Cesare Segre","Santorre Debenedetti"
"Wahbi al-Hariri","Taleb Yazgi"
"Abdulla Qahhor","Utkir Hoshimov"
"Murray Rothbard","Bruce Benson"
"Mircea Nedelciu","Sorin Stoica"
"David Fleming","Rob Hopkins"
"N. D. Cocea","Ion Vinea"
"Fereydoon Motamed","L. P. Elwell-Sutton"
"France Balantič","Ada Škerl"
"John Morton Blum","Allan M. Winkler"
"Jaime Montestrela","Augusto Abaleira"
"Alexandru Robot","Aureliu Busuioc"
"A. N. Krishna Rao","Basavaraj Kattimani"
"Daniel Abraham","Blake Charlton"
"Jaime Sáenz","Blanca Wiethüchter"
"Alojz Gradnik","Brane Senegačnik"
"Mircea Nedelciu","Călin Torsan"
"Alojz Gradnik","Cene Vipotnik"
"Anton Vodnik","Cene Vipotnik"
"John Morton Blum","Charles Alexander Byler"
"Kelly Church","Cherish Parrish"
"Kevin Eikenberry","Cindy King"
"Jeanne Hines","Crystal Green"
"Jaime Sáenz","David Mondacca"
"Ion Theodorescu-Sion","Elena Popea"
"Georges Canguilhem","François Dagognet"
"France Balantič","France Pibernik"
"Paul Troger","Franz Karl Palko"
"Paul Troger","Franz Sigrist"
"Guillaume Geefs","Guillaume Charlier"
"Paul Georgescu","Ion Simuţ"
"Ad Snijders","J66 Foundation"
"Wouter Crabeth II","Jan Verzijl"
"Alojz Gradnik","Jože Udovič"
"Anton Vodnik","Jože Udovič"
"Count Franz Pocci","Josef Leonhard Schmid"
"C. V. Raman Pillai","Kappana Krishna Menon"
"Joachim Wach","Kees Bolle"
"István Rosztóczy","Klára Megyeri"
"Ion Theodorescu-Sion","Lola Schmierer Roth"
"Nicholas Rescher","Lorenz Bruno Puntel"
"José María Ramos Mejía","Lucio López"
"Li Tang","Ma-Xia School"
"Fulvio Tomizza","Marjan Tomšič"
"John D. Caputo","Merold Westphal"
"Mircea Nedelciu","Mircea Mihăieş"
"Park Myeong-su","Noh Hong-chul"
"Gamini Haththotuwegama","Parakrama Niriella"
"Eric P McCormack","Peter Hoflich"
"Julian Martinez","Popovi Da"
"William Goldman","Renatus Töpke"
"Julius Thomas Fraser","Rovelli"
"Boris Pahor","Saša Vuga"
"France Bevk","Saša Vuga"
"Park Myeong-su","Shin Bong-sun"
"Muhammad Tahir","Syed Ismaeel Shah"
"Alexandru Bogdan-Pitești","Theodor Cornel"
"István Rosztóczy","Yvette Mándi"
"France Balantič","Zorko Simčič"
"Richard D. Wolff","Jack Amariglio"
"Lippo Memmi","Bartolommeo Bulgarini"
"Munir Niazi","Urdu / Punjabi poetry"
"Pascal Kenfack","Emile Youmbi"
"Samuel Bowles","Duncan K. Foley"
"Pascal Kenfack","Louis Epée"
"Tao Lin","Mira Gonzalez"
"Antonio Martorell","Pedro Adorno"
"Jules Etienne Joseph Quicherat","Célestin Port"
"Attash Durrani","Urdu/ Literacy, Curriculum/ Textbook Development"
"Susan Haack","John Zeis"
"Louis Lavelle","Jean-Louis Chrétien"
"Attash Durrani","Language Research"
"Louis Lavelle","Michel Adam"
"Ahmad Sirhindi","Abdulhakim Arvasi"
"Karl von Eckartshausen","Aleister Crowley"
"William Duane","Alfred Landé"
"Ivan Shishkin","Arkhip Kuindzhi"
"Richard Pryor","Bernie Mac"
"Robert Byron","Bruce Chatwin"
"Samuel R. Delany","Bruce Sterling"
"Richard Pryor","Chris Rock"
"Cheech & Chong","Chris Rock"
"Cheech Marin","Chris Rock"
"Étienne Bonnot de Condillac","Claude Adrien Helvétius"
"Don DeLillo","Colum McCann"
"Anton Chekhov","Constantin Stanislavski"
"Anton Chekhov","Cornel West"
"Richard Pryor","Dave Chappelle"
"Robert Louis Stevenson","Diana Gabaldon"
"Friedrich Hölderlin","Georg Trakl"
"Pedro Calderón de la Barca","Giannina Braschi"
"Octavio Paz","Giannina Braschi"
"Alfred Jarry","Giannina Braschi"
"Alexander Oppenheim","Grigory Margulis"
"Urmuz","H. Bonciu"
"Ambrose Bierce","H. L. Mencken"
"Antun Saadeh","Hafez al-Assad"
"Ivan Shishkin","Isaac Levitan"
"Tadeusz Breyer","Józef Gosławski"
"Xawery Dunikowski","Józef Gosławski"
"Richard Pryor","Joe Rogan"
"David Steinberg","John Candy"
"Giovanni Pico della Mirandola","John Colet"
"Anton Chekhov","Katherine Mansfield"
"Iain Banks","Ken MacLeod"
"Richard Pryor","Louis C.K."
"Yashwant Vithoba Chittal","M. N. Roy"
"Luís de Camões","Manuel Maria Barbosa du Bocage"
"Richard Pryor","Margaret Cho"
"Alessandro Manzoni","Massimo d'Azeglio"
"Antun Saadeh","Michel Aflaq"
"Alice Munro","Miranda July"
"David Foster Wallace","Neal Stephenson"
"Richard Pryor","Patton Oswalt"
"Bobcat Goldthwait","Patton Oswalt"
"Friedrich Hölderlin","Paul Celan"
"Sima Milutinović Sarajlija","Petar II Petrović-Njegoš"
"David Leavitt","Pier Vittorio Tondelli"
"Charles Bukowski","Richard Brautigan"
"Robert Coover","Rick Moody"
"Wilhelm Busch","Robert Gernhardt"
"Mirza Mazhar Jan-e-Janaan","Shah Waliullah"
"Israr Ahmed","Sultan Bashiruddin Mahmood"
"Bill Saluga","Tim Allen"
"Urmuz","Tudor Arghezi"
"Scipio Slataper","Umberto Saba"
"Richard Yates","William Styron"
"Alice Munro","William Trevor"
"Marshall McLuhan","Abbie Hoffman"
"Shibli Nomani","Abul Kalam Azad"
"Allan Bloom","Alan Keyes"
"Chung Laung Liu","Andrew Yao"
"Philitas of Cos","Apollonius of Rhodes"
"Robert Louis Stevenson","Arthur Conan Doyle"
"Baltasar Gracián","Arthur Schopenhauer"
"Wilhelm Busch","August Macke"
"Richard Pryor","Bill Hicks"
"Anton Chekhov","Bob Dylan"
"Roy Ascott","Brian Eno"
"Philitas of Cos","Callimachus"
"Alexander Herzen","Che Guevara"
"Charles Darwin","Ernst Haeckel"
"Alfred Jarry","Fernando Arrabal"
"Charles Kellaway","Frank Macfarlane Burnet"
"Pedro Calderón de la Barca","Friedrich Schiller"
"Alfred Jarry","Guillaume Apollinaire"
"Guy de Maupassant","H. P. Lovecraft"
"Arthur Robert Hinks","Henry Norris Russell"
"Abu al-Abbas al-Nabati","Ibn al-Baitar"
"Alexander Herzen","Isaiah Berlin"
"Anton Chekhov","Ivan Bunin"
"Jean Piaget","Jerome Bruner"
"Charles Darwin","John Lubbock, 1st Baron Avebury"
"Guy de Maupassant","Kate Chopin"
"Carl Stumpf","Kurt Lewin"
"Andrea del Verrocchio","Leonardo da Vinci"
"Dante Alighieri","Lord Byron"
"Alexander Rüstow","Ludwig Erhard"
"Averroes","Maimonides"
"Félix Ravaisson-Mollien","Maurice Merleau-Ponty"
"Alfred Jarry","Max Jacob"
"Shelagh Delaney","Morrissey"
"David Mamet","Paul Thomas Anderson"
"Boethius","Peter Abelard"
"Richard Pryor","Robin Williams"
"Scipio Slataper","Susanna Tamaro"
"Friedrich Hölderlin","Theodor W. Adorno"
"Anselm of Canterbury Anselm of Canterbury 1","Thomas Aquinas"
"Averroes","Thomas Aquinas"
"Boethius","Thomas Aquinas"
"Charles Bukowski","Tom Waits"
"Norman Mailer","Tom Wolfe"
"Anton Chekhov","Virginia Woolf"
"Constantine P. Cavafy","W. H. Auden"
"Samuel R. Delany","William Gibson"
"Wilhelm von Humboldt","August Schleicher"
"Simone de Beauvoir","Betty Friedan"
"Guy Gavriel Kay","Brandon Sanderson"
"Alexander Bain","Charles Sanders Peirce"
"Alfred Kempe","Charles Sanders Peirce"
"Adrian Willaert","Cipriano de Rore"
"Jean Laplanche","Cornelius Castoriadis"
"Adrian Willaert","Costanzo Porta"
"Richard Pryor","Eddie Izzard"
"Billy Connolly","Eddie Izzard"
"Alison Bechdel","Ellen Forney"
"Yashwant Vithoba Chittal","Eric Fromm"
"Adrian Willaert","Gioseffo Zarlino"
"Guy de Maupassant","Henry James"
"Robert Coover","Jacob M. Appel"
"Stuart Dybek","Jacob M. Appel"
"William Hazlitt","John Keats"
"David Levine","Kerry Waghorn"
"Don DeLillo","Kevin Barry"
"Public expenditure","Knut Wicksell"
"T. H. White","Lloyd Alexander"
"Richard Yates","Michael Chabon"
"David Leavitt","Michael Chabon"
"Robert Louis Stevenson","Michael de Larrabeiti"
"Ernest Nagel","Murray Rothbard"
"Étienne de La Boétie","Murray Rothbard"
"Marshall McLuhan","Neil Postman"
"Ziya Gökalp","Nihal Atsız"
"Marshall McLuhan","Paul Levinson"
"Félix Ravaisson-Mollien","Pierre Hadot"
"Alexei Sayle","Robin Ince"
"Eric Voegelin","Russell Kirk"
"Richard Yates","Tao Lin"
"Bret Easton Ellis","Tao Lin"
"Don DeLillo","Tao Lin"
"Stevie Smith","Vic Chesnutt"
"Hermann Lotze","William James"
"Alexander Bain","William James"
"Raymond Carver","Jay McInerney"
"Benedetto Croce","José Carlos Mariátegui"
"Mircea Eliade","Wendy Doniger"
"Philitas of Cos","Longus"
"Raymond Carver","Jayne Anne Phillips"
"Barry Hannah","Bob Shacochis"
"Alessandro Tiarini","Luca Barbieri"
"T. H. White","Ed McBain"
"Bill Saluga","Robert Townsend"
"Stephenie Meyer","Aprilynne Pike"
"Billy Connolly","Chris Addison"
"Ludwig Binswanger","Eugène Minkowski"
"William F. Buckley, Jr.","George Will"
"Yoo Jae-Seok","Haha"
"Billy Connolly","Jimmy Carr"
"Samuel R. Delany","Jo Walton"
"Alexei Sayle","Mark Steel"
"Dennis Miller","Norm Macdonald"
"Don Rickles","Norm Macdonald"
"Anthony Caro","Peter Hide"
"Cheech & Chong","Ron White"
"Cheech Marin","Ron White"
"Billy Connolly","Ross Noble"
"Billy Connolly","Sean Lock"
"Billy Connolly","Stewart Lee"
"Desiderius Erasmus","Damião de Góis"
"Urmuz","Stelian Tănase"
"Rembrandt Peale","Raphaelle Peale"
"Félix Ravaisson-Mollien","Louis Lavelle"
"Thomas Savage","Thomas McGuane"
"Anton Chekhov","Abdulla Qahhor"
"Tomaž Šalamun","Aleš Šteger"
"Drago Jančar","Aleš Debeljak"
"Thomas Savage","Annie Proulx"
"Luís de Camões","Bento Teixeira"
"Scipio Slataper","Biagio Marin"
"David Foster Wallace","Chris Bachelder"
"Richard Pryor","Chris Tucker"
"Robert Gover","Christopher Klim"
"Alice Munro","Cynthia Ozick"
"Don Rickles","David Letterman"
"Barry Hannah","Donna Tartt"
"Drago Jančar","Dušan Šarotar"
"Rudi Šeligo","Dušan Jovanović"
"Prežihov Voranc","France Bevk"
"Anton Chekhov","Frank O'Connor"
"Scipio Slataper","Fulvio Tomizza"
"R. S. Mugali","Gangadhar V. Chittal"
"Sundar V. Nadkarni","Gourish Kaikini"
"Yashwant Vithoba Chittal","Gourish Kaikini"
"Octavio Paz","Guillermo Sheridan"
"Andrew Sarris","J. Hoberman"
"Raymond Carver","J. Jill Robinson"
"Alice Munro","J. Jill Robinson"
"Wallace Stevens","James Merrill"
"Constantine P. Cavafy","James Merrill"
"Robert Louis Stevenson","Javier Marías"
"Richard Pryor","Jim Norton"
"Raoul Schrott","John Irving"
"Robert Stone","John Shannon"
"B. S. Johnson","Jonathan Coe"
"Pedro Calderón de la Barca","José Zorrilla"
"David Foster Wallace","Joshua Ferris"
"Charles Bukowski","Larry Brown"
"Barry Hannah","Larry Brown"
"Norman Mailer","Lester Bangs"
"Don Rickles","Lisa Lampanelli"
"Prežihov Voranc","Lojze Kovačič"
"Scipio Slataper","Marjan Rožanc"
"Vitomil Zupan","Marjan Rožanc"
"Dennis Cooper","Noah Cicero"
"S. R. Ekkundi","R. S. Mugali"
"Richard Yates","Raymond Carver"
"Guy de Maupassant","Raymond Carver"
"Anton Chekhov","Raymond Carver"
"Ronald Lockley","Richard Adams"
"Guy de Maupassant","Robert Louis Stevenson"
"Richard Yates","Robert Stone"
"Shirlee Busbee","Rosemary Rogers"
"R. S. Mugali","S. R. Ekkundi"
"Sundar V. Nadkarni","S. R. Ekkundi"
"Urmuz","Sergiu Dan"
"Walter Dean Myers","Sharon Creech"
"Robert Coover","Steven Millhauser"
"Raymond Carver","Tess Gallagher"
"Anthony Caro","Tim Scott"
"Billy Connolly","Tim Vine"
"Prežihov Voranc","Tone Seliškar"
"Tomaž Šalamun","Uroš Zupan"
"S. R. Ekkundi","V. K. Gokak"
"Barry Hannah","Wells Tower"
"David Foster Wallace","Wells Tower"
"Eric Voegelin","William F. Buckley, Jr."
"Chang Yu-sheng","Yang Pei-An"
"Sundar V. Nadkarni","Yashwant Vithoba Chittal"
"Franz Bopp","Michel Bréal"
"Andrew Sarris","Michael Phillips"
"Mircea Eliade","Andrei Oișteanu"
"Urmuz","Sașa Pană"
"Urmuz","Tudor Mușatescu"
"Cheech & Chong","Billy Connolly"
"Rudi Šeligo","Drago Jančar"
"Cesare Cremonini","Libertine"
"Alexander Bain","William Minto"
"Yoo Jae-Seok","Gil Seong-joon"
"Luigi Pasinetti","Ian Steedman"
"Gil Seong-joon","Jeong Ga-eun"
"Hamid Raza Khan","Akhtar Raza Khan"
"Antonio Labriola","Benedetto Croce"
"Bill Saluga","David Steinberg"
"Octavio Paz","Eliot Weinberger"
"David Foster Wallace","Erik Marcus"
"Robert Lowell","Frederick Seidel"
"Anthony Caro","Isaac Witkin"
"Sigmund Ringeck","Joachim Meyer"
"Conrad Hal Waddington","Margaret Mead"
"Ahmad Sirhindi","Mirza Mazhar Jan-e-Janaan"
"Ayn Rand","Objectivist movement"
"Raymond Carver","Tom Perrotta"
"Prežihov Voranc","Ciril Kosmač"
"Vishwanath Kashinath Rajwade","Datto Vaman Potdar"
"Vladimir Bartol","Dušan Jelinčič"
"Scipio Slataper","Enzo Bettiza"
"Drago Jančar","Feri Lainšček"
"Scipio Slataper","Giani Stuparich"
"Prežihov Voranc","Ivan Potrč"
"Prežihov Voranc","Miško Kranjec"
"Ziya Gökalp","Sati' al-Husri"
"Eric Voegelin","Charles R. Embry"
"Mark Gertler","Jordi Galí"
"Olivier Blanchard","Jordi Galí"
"Alexander Bickel","Robert Bork"
"Eric Voegelin","Tom Flanagan"
"Marshall McLuhan","William Irwin Thompson"
"Edward Hitchcock","Charles Henry Hitchcock"
"Al-Kindi","Abu Ma'shar al-Balkhi"
"David Bomberg","Miles Richmond"
"Rudi Šeligo","Tomaž Šalamun"
"David Bomberg","Cliff Holden"
"Olivier Blanchard","Luigi Zingales"
"Sherwin Rosen","Luis Garicano"
"Gianni Vattimo","Stefan Lorenz Sorgner"
"Johann Gottfried Herder","Ľudovít Štúr"
"Belle Barth","Bette Midler"
"Anton Chekhov","Charles Bukowski"
"David Gregory","Colin Maclaurin"
"Urmuz","Eugène Ionesco"
"Alfred Jarry","Eugène Ionesco"
"Michel Bréal","Georges Dumézil"
"Raoul Schrott","Haruki Murakami"
"Raymond Carver","Haruki Murakami"
"Conrad Hal Waddington","Jean Piaget"
"Raoul Schrott","José Saramago"
"David Mamet","Martin McDonagh"
"Ramón Xirau","Octavio Paz"
"Pauline Kael","A. O. Scott"
"Andrew Sarris","A. O. Scott"
"Al-Kindi","Abu Zayd al-Balkhi"
"Blake Clark","Adam Sandler"
"Cheech & Chong","Adam Sandler"
"Cheech Marin","Adam Sandler"
"Chris Rush","Adam Sandler"
"Simone de Beauvoir","Adrienne Rich"
"Abu Zayd al-Balkhi","Al-Muqaddasi"
"Boethius","Albertus Magnus"
"Edwin Arthur Burtt","Alexandre Koyré"
"Charles Lyell","Alfred Russel Wallace"
"Anton Chekhov","Alice Munro"
"William F. Buckley, Jr.","Ann Coulter"
"Dante Alighieri","Anthony Burgess"
"Guy de Maupassant","Anton Chekhov"
"Charles Spearman","Arthur Jensen"
"Alhazen","Averroes"
"Caldwell Esselstyn","Bill Clinton"
"David Steinberg","Bill Murray"
"Averroes","Boetius of Dacia"
"Anselm of Canterbury Anselm of Canterbury 1","Bonaventure"
"David Leavitt","Bret Easton Ellis"
"Don DeLillo","Bret Easton Ellis"
"Bobcat Goldthwait","Brian Posehn"
"Marshall McLuhan","Camille Paglia"
"Simone de Beauvoir","Camille Paglia"
"Bernard Bolzano","Carl Stumpf"
"Alexander von Humboldt","Charles Darwin"
"Charles Lyell","Charles Darwin"
"Samuel Richardson","Charlotte Brontë"
"Anne Brontë","Charlotte Brontë"
"Billy Connolly","Craig Ferguson"
"Cheech & Chong","Craig Ferguson"
"Asclepiodotus of Alexandria","Damascius"
"Boethius","Dante Alighieri"
"Brad Stine","Daren Streblow"
"Don Rickles","Dave Attell"
"Robert Coover","Dave Eggers"
"David Foster Wallace","Dave Eggers"
"Robert Coover","David Foster Wallace"
"Don DeLillo","David Foster Wallace"
"Dennis Miller","David Spade"
"Richard Pryor","Denis Leary"
"Giovanni Pico della Mirandola","Desiderius Erasmus"
"Norman Mailer","Don DeLillo"
"Richard Pryor","Eddie Murphy"
"Octavio Paz","Eric Whitacre"
"Robert Browning","Ezra Pound"
"Yone Noguchi","Ezra Pound"
"Luís de Camões","Ezra Pound"
"Dante Alighieri","Ezra Pound"
"Urmuz","Felix Aderca"
"Stine Andresen","Ferdinand Thieriot"
"Samuel P. Huntington","Francis Fukuyama"
"Allan Bloom","Francis Fukuyama"
"Richard Pryor","George Carlin"
"Alexander Bain","George Croom Robertson"
"Richard Pryor","George Lopez"
"Cheech Marin","George Lopez"
"Charles Darwin","George Romanes"
"Simone de Beauvoir","Germaine Greer"
"Simone de Beauvoir","Albert Camus"
"Andrea del Sarto","Giorgio Vasari"
"Luís de Camões","Almeida Garrett"
"T. H. White","Gregory Maguire"
"Urmuz","Grigore Cugler"
"David Bomberg","Gustav Metzger"
"Robert Louis Stevenson","H. Rider Haggard"
"Robert Browning","Harold Bloom"
"Wallace Stevens","Harold Bloom"
"Abu Zayd al-Balkhi","Avicenna"
"William F. Buckley, Jr.","Barry Goldwater"
"Philitas of Cos","Hermesianax"
"Hermann Lotze","Bertrand Russell"
"Don Rickles","Howard Stern"
"Abu Zayd al-Balkhi","Ibn Hawqal"
"Urmuz","Ion Călugăru"
"Bret Easton Ellis","Chuck Palahniuk"
"Don DeLillo","Chuck Palahniuk"
"Cheech & Chong","Jackie Martling"
"Cheech Marin","Jackie Martling"
"Bill Saluga","Jerry Seinfeld"
"Richard Yates","Jhumpa Lahiri"
"Alice Munro","Jhumpa Lahiri"
"Anton Chekhov","Jhumpa Lahiri"
"Dana Carvey","Jimmy Fallon"
"Hermann Lotze","Edmund Husserl"
"Bernard Bolzano","Edmund Husserl"
"Wallace Stevens","John Ashbery"
"David Steinberg","John Belushi"
"Anton Chekhov","John Cheever"
"Samuel P. Huntington","John Mearsheimer"
"Robert Louis Stevenson","Ernest Hemingway"
"Anton Chekhov","Ernest Hemingway"
"Richard Pryor","Jon Stewart"
"Robert Coover","Jonathan Lethem"
"Thomas Berger","Jonathan Lethem"
"Don DeLillo","Jonathan Lethem"
"Charles Darwin","Joseph Dalton Hooker"
"Samuel R. Delany","Junot Díaz"
"Baltasar Gracián","François de La Rochefoucauld"
"Hans Rådström","Karl Johan Åström"
"Robert Browning","G. K. Chesterton"
"Robert Louis Stevenson","G. K. Chesterton"
"William Cobbett","G. K. Chesterton"
"Raoul Schrott","Gabriel García Márquez"
"Andrew Sarris","Kenneth Turan"
"Jacob Mincer","Gary Becker"
"Urmuz","Geo Bogza"
"Anselm of Canterbury Anselm of Canterbury 1","Georg Wilhelm Friedrich Hegel"
"Friedrich Hölderlin","Georg Wilhelm Friedrich Hegel"
"Johann Gottfried Herder","Georg Wilhelm Friedrich Hegel"
"Dante Alighieri","Giovanni Boccaccio"
"Anselm of Canterbury Anselm of Canterbury 1","Gottfried Wilhelm Leibniz"
"Christiaan Huygens","Gottfried Wilhelm Leibniz"
"Félix Ravaisson-Mollien","Henri Bergson"
"Samuel Richardson","Henry Fielding"
"Luís de Camões","Herman Melville"
"Friedrich Hölderlin","Hermann Hesse"
"Eric Voegelin","Leo Strauss"
"Alexander Herzen","Leon Trotsky"
"Richard Pryor","Lewis Black"
"Guy de Maupassant","Isaac Bashevis Singer"
"Al-Kindi","Isaac Israeli ben Solomon"
"Anton Chekhov","J. D. Salinger"
"Alice Munro","Lorrie Moore"
"Anton Chekhov","James Joyce"
"Samuel Richardson","Jane Austen"
"Samuel Richardson","Jean-Jacques Rousseau"
"Simone de Beauvoir","Jean-Paul Sartre"
"Alexander Herzen","Jean-Paul Sartre"
"Marshall McLuhan","Jean Baudrillard"
"Norman Mailer","Jim Morrison"
"Luigi Pasinetti","Joan Robinson"
"Alexander Bain","John Stuart Mill"
"Robert Louis Stevenson","Jorge Luis Borges"
"Luís de Camões","Jorge Luis Borges"
"Ambrose Bierce","Jorge Luis Borges"
"Dante Alighieri","Jorge Luis Borges"
"Alice Munro","Margaret Atwood"
"Richard Pryor","Martin Lawrence"
"Desiderius Erasmus","Martin Luther"
"Walter Heitler","Linus Pauling"
"Charles Bukowski","Mark Knopfler"
"Norman Mailer","Martin Amis"
"Félix Ravaisson-Mollien","Martin Heidegger"
"Friedrich Hölderlin","Martin Heidegger"
"Alice Munro","Michael Cunningham"
"Anton Chekhov","Maxim Gorky"
"T. H. White","Michael Moorcock"
"Friedrich Hölderlin","Michel Foucault"
"Georges Dumézil","Michel Foucault"
"Ion Heliade Rădulescu","Mihai Eminescu"
"Alice Munro","Mitch Cullin"
"Ziya Gökalp","Mustafa Kemal Atatürk"
"T. H. White","Neil Gaiman"
"Ștefan Luchian","Nicolae Tonitza"
"Guy de Maupassant","O. Henry"
"Raoul Schrott","Patrick Süskind"
"Alexandre Koyré","Paul Feyerabend"
"Luigi Pasinetti","Paul Samuelson"
"James Tobin","Paul Samuelson"
"Christina Lamb","Paulo Coelho"
"Pedro Calderón de la Barca","Percy Bysshe Shelley"
"Adam Weishaupt","Percy Bysshe Shelley"
"Alexander Herzen","Peter Kropotkin"
"William F. Buckley, Jr.","P. J. O'Rourke"
"Pauline Kael","Quentin Tarantino"
"David Mamet","Quentin Tarantino"
"Personal life of Marcus Tullius Cicero","Quintilian"
"Political career of Marcus Tullius Cicero","Quintilian"
"Pramatha Chaudhuri","Rabindranath Tagore"
"Friedrich Hölderlin","Rainer Maria Rilke"
"Anthony Caro","Phillip King"
"Gianni Vattimo","Richard Rorty"
"Hans-Georg Gadamer","Richard Rorty"
"Raymond Carver","Robert Altman"
"Robert Browning","Robert Frost"
"Personal life of Marcus Tullius Cicero","Pliny the Younger"
"Political career of Marcus Tullius Cicero","Pliny the Younger"
"Alhazen","Roger Bacon"
"William F. Buckley, Jr.","Ronald Reagan"
"Robert Louis Stevenson","Rudyard Kipling"
"Pedro Calderón de la Barca","Samuel Beckett"
"Friedrich Hölderlin","Samuel Beckett"
"Dante Alighieri","Samuel Beckett"
"Dante Alighieri","Sandro Botticelli"
"Richard Pryor","Richard Lewis"
"Billy Connolly","Ricky Gervais"
"Ernst Wilhelm von Brücke","Sigmund Freud"
"Richard Harding Davis","Sinclair Lewis"
"William Hazlitt","Stendhal"
"Robert Bloch","Stephen King"
"Atta ur Rahman","Salimuzzaman Siddiqui"
"Robert Browning","T. S. Eliot"
"Dante Alighieri","T. S. Eliot"
"Personal life of Marcus Tullius Cicero","Tacitus"
"Political career of Marcus Tullius Cicero","Tacitus"
"Dennis Miller","Seth Meyers"
"Philitas of Cos","Theocritus"
"Charles Darwin","Thomas Henry Huxley"
"Charles Lyell","Thomas Henry Huxley"
"Jean Piaget","Thomas Kuhn"
"Alexandre Koyré","Thomas Kuhn"
"Mario Szenessy","Thomas Mann"
"Giovanni Pico della Mirandola","Thomas More"
"Desiderius Erasmus","Thomas More"
"Jean Piaget","Umberto Eco"
"Richard Yates","Stewart O'Nan"
"Alexander Herzen","Vladimir Lenin"
"Robert Louis Stevenson","Vladimir Nabokov"
"Anton Chekhov","Vladimir Nabokov"
"Robert Lowell","Sylvia Plath"
"Stevie Smith","Sylvia Plath"
"Guy de Maupassant","W. Somerset Maugham"
"Dante Alighieri","William Blake"
"Allan Bloom","Thomas Pangle"
"Raymond Carver","Tobias Wolff"
"Richard Yates","Tobias Wolff"
