Company Name,Market Value-Mnthly[-10Y],Market Value-Mnthly[-9Y],Market Value-Mnthly[-8Y],Market Value-Mnthly[-7Y],Market Value-Mnthly[-6Y],Market Value-Mnthly[-5Y],Market Value-Mnthly[-4Y],Market Value-Mnthly[-3Y],Market Value-Mnthly[-2Y],Market Value-Mnthly[-1Y],Market Value-Mnthly[0Y],Price/Earnings - Monthly[-10Y],Price/Earnings - Monthly[-9Y],Price/Earnings - Monthly[-8Y],Price/Earnings - Monthly[-7Y],Price/Earnings - Monthly[-6Y],Price/Earnings - Monthly[-5Y],Price/Earnings - Monthly[-4Y],Price/Earnings - Monthly[-3Y],Price/Earnings - Monthly[-2Y],Price/Earnings - Monthly[-1Y],Price/Earnings - Monthly[0Y],Price/Cash Flow-Share Mtly[-10Y],Price/Cash Flow-Share Mtly[-9Y],Price/Cash Flow-Share Mtly[-8Y],Price/Cash Flow-Share Mtly[-7Y],Price/Cash Flow-Share Mtly[-6Y],Price/Cash Flow-Share Mtly[-5Y],Price/Cash Flow-Share Mtly[-4Y],Price/Cash Flow-Share Mtly[-3Y],Price/Cash Flow-Share Mtly[-2Y],Price/Cash Flow-Share Mtly[-1Y],Price/Cash Flow-Share Mtly[0Y],Price to Book[-10Y],Price to Book[-9Y],Price to Book[-8Y],Price to Book[-7Y],Price to Book[-6Y],Price to Book[-5Y],Price to Book[-4Y],Price to Book[-3Y],Price to Book[-2Y],Price to Book[-1Y],Price to Book[0Y],Beta[-10Y],Beta[-9Y],Beta[-8Y],Beta[-7Y],Beta[-6Y],Beta[-5Y],Beta[-4Y],Beta[-3Y],Beta[-2Y],Beta[-1Y],Beta[0Y],Return on Assets[-10Y],Return on Assets[-9Y],Return on Assets[-8Y],Return on Assets[-7Y],Return on Assets[-6Y],Return on Assets[-5Y],Return on Assets[-4Y],Return on Assets[-3Y],Return on Assets[-2Y],Return on Assets[-1Y],Return on Assets[0Y],Cash[-10Y],Cash[-9Y],Cash[-8Y],Cash[-7Y],Cash[-6Y],Cash[-5Y],Cash[-4Y],Cash[-3Y],Cash[-2Y],Cash[-1Y],Cash[0Y],Bad Debt Reserve[-10Y],Bad Debt Reserve[-9Y],Bad Debt Reserve[-8Y],Bad Debt Reserve[-7Y],Bad Debt Reserve[-6Y],Bad Debt Reserve[-5Y],Bad Debt Reserve[-4Y],Bad Debt Reserve[-3Y],Bad Debt Reserve[-2Y],Bad Debt Reserve[-1Y],Bad Debt Reserve[0Y],EBIT[-10Y],EBIT[-9Y],EBIT[-8Y],EBIT[-7Y],EBIT[-6Y],EBIT[-5Y],EBIT[-4Y],EBIT[-3Y],EBIT[-2Y],EBIT[-1Y],EBIT[0Y]
N B T BANCORP INC,340.338 ,352.629 ,558.718 ,704.604 ,843.693 ,699.149 ,871.651 ,735.603 ,909.651 ,699.465 ,832.451 ,33.239 ,131.727 ,12.552 ,14.786 ,16.810 ,13.327 ,15.461 ,15.013 ,15.448 ,13.227 ,14.461 ,@AF,@SF,@AF,@AF,15.304 ,11.923 ,13.822 ,11.848 ,15.345 ,11.318 ,12.758 ,1.644 ,1.520 ,1.951 ,2.313 ,2.593 ,2.105 ,2.182 ,1.907 ,2.160 ,1.406 ,1.558 ,@NA,@NA,@NA,@NA,@NA,@NA,0.260 ,0.974 ,0.616 ,0.686 ,0.741 ,0.271 ,0.103 ,1.208 ,1.164 ,1.188 ,1.185 ,1.100 ,0.968 ,1.094 ,0.952 ,1.075 ,110.662 ,129.957 ,124.623 ,128.044 ,106.723 ,142.488 ,138.793 ,162.946 ,110.396 ,187.161 ,168.792 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,51.231 ,53.974 ,98.090 ,99.449 ,103.879 ,105.781 ,112.147 ,109.124 ,130.767 ,125.996 ,130.823 
NABORS INDUSTRIES LTD,"8,642.348 ","4,836.136 ","5,104.944 ","6,083.402 ","7,668.419 ","11,928.883 ","8,909.372 ","7,753.808 ","3,406.351 ","6,201.218 ","6,695.273 ",62.925 ,13.843 ,41.494 ,31.679 ,25.266 ,18.209 ,8.708 ,8.533 ,7.083 ,@NM,63.405 ,37.373 ,8.969 ,14.933 ,16.202 ,14.028 ,13.661 ,6.097 ,5.591 ,2.317 ,11.124 ,8.736 ,4.985 ,2.721 ,2.387 ,2.536 ,2.767 ,3.345 ,2.714 ,1.757 ,0.682 ,1.199 ,1.286 ,@NA,@NA,@NA,@NA,@NA,@NA,0.783 ,0.996 ,1.429 ,1.638 ,1.523 ,4.319 ,8.377 ,2.399 ,3.431 ,5.159 ,8.972 ,11.165 ,8.865 ,5.265 ,(0.804),0.910 ,550.953 ,541.612 ,871.651 ,966.673 ,900.551 ,"1,423.525 ","1,140.016 ",767.051 ,584.245 ,"1,090.851 ",801.190 ,1.518 ,5.841 ,4.734 ,2.607 ,1.992 ,1.363 ,1.320 ,1.583 ,1.958 ,3.167 ,1.976 ,179.885 ,498.824 ,155.273 ,202.520 ,325.595 ,874.136 ,"1,419.801 ","1,210.395 ","1,263.551 ",570.848 ,484.344 
NARA BANCORP INC,88.000 ,84.759 ,110.738 ,317.975 ,496.080 ,451.612 ,546.033 ,305.684 ,257.566 ,428.913 ,374.214 ,9.569 ,7.781 ,10.029 ,21.223 ,25.024 ,16.018 ,15.969 ,9.189 ,109.222 ,@NM,@NM,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,2.762 ,1.576 ,1.756 ,3.884 ,5.016 ,3.229 ,3.092 ,1.438 ,1.117 ,1.890 ,1.281 ,@NA,@NA,@NA,@NA,@NA,@NA,1.506 ,1.978 ,0.542 ,1.684 ,1.579 ,1.738 ,1.587 ,1.154 ,1.136 ,1.312 ,1.512 ,1.652 ,1.370 ,0.085 ,(0.310),(0.389),138.715 ,73.082 ,104.838 ,76.438 ,87.212 ,73.024 ,80.800 ,49.147 ,49.057 ,125.592 ,172.331 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,24.043 ,24.319 ,27.454 ,33.905 ,44.908 ,61.350 ,73.180 ,72.589 ,20.541 ,11.510 ,9.667 
NASDAQ OMX GROUP INC,@NA,@NA,781.840 ,741.182 ,801.934 ,"2,885.182 ","3,454.884 ","5,667.793 ","4,946.868 ","4,183.447 ","4,694.886 ",@NA,@NA,25.000 ,@NM,@NM,51.735 ,25.238 ,11.072 ,14.976 ,15.246 ,12.232 ,@NA,@NA,5.895 ,12.836 ,11.612 ,26.067 ,21.182 ,10.357 ,11.407 ,11.524 ,11.649 ,@NA,@NA,5.807 ,15.284 ,34.504 ,26.109 ,2.622 ,3.183 ,1.040 ,0.845 ,0.927 ,@NA,@NA,@NA,@NA,@NA,@NA,0.912 ,1.556 ,1.539 ,0.969 ,1.004 ,10.683 ,3.051 ,2.837 ,(6.272),(1.397),2.692 ,3.423 ,17.400 ,2.520 ,2.481 ,2.431 ,516.314 ,521.760 ,445.070 ,358.398 ,261.699 ,344.606 ,"1,950.204 ","1,325.314 ",793.065 ,962.000 ,"4,069.000 ",2.898 ,3.130 ,3.213 ,1.407 ,2.854 ,3.366 ,1.166 ,1.154 ,2.703 ,0.987 ,0.997 ,196.020 ,92.543 ,98.844 ,33.696 ,8.183 ,122.163 ,243.098 ,400.843 ,665.568 ,653.000 ,694.000 
NASH FINCH CO,134.231 ,365.270 ,92.173 ,270.336 ,471.622 ,337.024 ,365.410 ,477.233 ,574.502 ,476.273 ,517.262 ,8.469 ,16.994 ,2.985 ,7.784 ,31.467 ,7.988 ,@NM,12.250 ,17.467 ,176.619 ,10.708 ,2.134 ,5.480 ,1.290 ,3.791 ,8.073 ,4.154 ,6.190 ,11.072 ,7.702 ,5.197 ,18.582 ,0.743 ,1.831 ,0.410 ,1.117 ,1.802 ,1.086 ,1.136 ,1.475 ,1.713 ,1.204 ,1.422 ,@NA,@NA,@NA,@NA,@NA,@NA,1.479 ,2.381 ,0.723 ,0.545 ,0.596 ,1.798 ,2.192 ,3.226 ,3.913 ,1.824 ,3.824 ,(2.445),4.076 ,3.787 ,0.278 ,4.848 ,1.534 ,10.467 ,31.419 ,12.757 ,5.029 ,1.257 ,0.958 ,0.862 ,0.824 ,0.830 ,0.830 ,14.547 ,12.111 ,13.905 ,10.346 ,4.278 ,3.293 ,12.068 ,3.709 ,2.513 ,1.998 ,2.396 ,61.516 ,70.595 ,78.857 ,85.802 ,90.180 ,86.605 ,50.193 ,79.823 ,80.257 ,93.557 ,95.529 
NATIONAL FINANCIAL PRTNRS CP,@NA,@NA,@NA,890.306 ,"1,323.352 ","1,932.001 ","1,691.042 ","1,768.072 ",120.639 ,334.554 ,585.178 ,@NA,@NM,@NA,34.012 ,32.605 ,33.471 ,28.928 ,32.120 ,14.476 ,@NM,13.400 ,@NA,@NA,@NA,23.096 ,20.939 ,25.017 ,17.494 ,18.330 ,1.316 ,(0.731),7.241 ,@NA,@NA,@NA,1.909 ,2.490 ,3.004 ,2.248 ,2.409 ,0.151 ,0.996 ,1.491 ,@NA,@NA,@NA,@NA,@NA,@NA,1.511 ,1.566 ,3.329 ,3.302 ,3.125 ,@NA,(1.215),2.142 ,3.499 ,4.857 ,5.368 ,4.654 ,3.476 ,0.961 ,(50.842),4.765 ,@NA,57.859 ,57.451 ,112.561 ,136.795 ,158.168 ,155.649 ,194.585 ,123.730 ,131.925 ,211.477 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,2.651 ,28.467 ,60.479 ,77.369 ,97.877 ,110.851 ,120.591 ,91.114 ,54.506 ,71.705 
NATIONAL FUEL GAS CO,"2,202.135 ","1,827.016 ","1,592.561 ","1,858.436 ","2,339.350 ","2,877.759 ","3,031.626 ","3,910.976 ","3,436.658 ","3,675.520 ","4,246.866 ",17.250 ,27.747 ,13.517 ,9.849 ,15.069 ,18.587 ,16.523 ,19.263 ,12.899 ,35.512 ,19.189 ,8.327 ,5.523 ,8.088 ,5.701 ,6.109 ,8.817 ,9.012 ,11.840 ,7.965 ,12.831 ,10.572 ,2.178 ,1.665 ,1.477 ,1.620 ,1.890 ,2.171 ,2.259 ,2.520 ,2.170 ,2.248 ,2.438 ,@NA,@NA,@NA,@NA,@NA,@NA,0.474 ,0.511 ,0.734 ,0.745 ,0.863 ,3.930 ,1.901 ,3.460 ,5.039 ,4.488 ,4.124 ,3.698 ,5.187 ,6.506 ,2.112 ,4.292 ,32.125 ,36.227 ,22.216 ,51.421 ,66.153 ,57.607 ,69.611 ,186.770 ,68.239 ,410.053 ,397.171 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,295.336 ,195.836 ,304.024 ,304.101 ,347.383 ,310.362 ,380.814 ,396.498 ,486.125 ,412.241 ,440.451 
NATIONAL INSTRUMENTS CORP,"2,455.708 ","1,907.800 ","1,656.763 ","2,364.167 ","2,156.837 ","2,536.565 ","2,184.185 ","2,653.235 ","1,929.141 ","2,289.090 ","2,943.636 ",44.148 ,52.028 ,53.262 ,69.954 ,43.952 ,41.090 ,29.934 ,24.689 ,22.556 ,133.864 ,26.886 ,@CF,31.466 ,34.327 ,41.528 ,31.598 ,29.255 ,21.333 ,21.565 ,13.020 ,@SF,26.340 ,8.158 ,5.396 ,4.454 ,5.614 ,4.636 ,5.239 ,3.885 ,4.275 ,2.803 ,3.440 ,4.199 ,@NA,@NA,@NA,@NA,@NA,@NA,1.779 ,1.124 ,1.293 ,1.350 ,1.198 ,14.166 ,8.573 ,6.846 ,6.354 ,8.346 ,10.112 ,10.081 ,13.072 ,10.188 ,2.101 ,11.370 ,154.802 ,150.511 ,153.878 ,194.673 ,226.608 ,175.710 ,250.477 ,288.677 ,235.620 ,288.661 ,350.662 ,5.701 ,8.404 ,5.621 ,3.994 ,3.866 ,4.712 ,2.414 ,2.885 ,3.109 ,2.531 ,1.624 ,78.915 ,48.444 ,45.058 ,48.303 ,63.806 ,78.412 ,88.622 ,102.691 ,95.717 ,44.525 ,127.276 
NATIONAL OILWELL VARCO INC,"3,097.167 ","1,667.143 ","1,769.040 ","1,901.942 ","3,033.176 ","10,928.673 ","10,737.212 ","26,215.229 ","10,199.398 ","18,444.479 ","28,220.453 ",227.574 ,15.977 ,24.267 ,24.571 ,26.336 ,34.262 ,15.687 ,19.485 ,4.978 ,12.490 ,16.855 ,81.630 ,13.890 ,15.658 ,17.414 ,24.597 ,32.351 ,15.480 ,18.750 ,4.889 ,8.612 ,13.265 ,4.060 ,1.974 ,1.920 ,1.768 ,2.568 ,2.648 ,2.252 ,4.130 ,0.830 ,1.302 ,1.846 ,@NA,@NA,@NA,@NA,@NA,@NA,0.941 ,0.719 ,1.880 ,1.405 ,1.464 ,1.027 ,7.071 ,3.712 ,3.425 ,4.471 ,4.296 ,7.584 ,11.037 ,9.088 ,6.822 ,7.232 ,42.459 ,43.220 ,118.338 ,74.217 ,142.700 ,209.400 ,957.400 ,"1,841.800 ","1,542.800 ","2,622.000 ","3,333.000 ",@NA,@NA,@NA,3.822 ,2.597 ,1.504 ,1.848 ,2.089 ,2.266 ,4.163 ,4.226 ,78.222 ,189.277 ,134.323 ,158.988 ,176.000 ,524.100 ,"1,119.000 ","2,044.400 ","3,106.600 ","2,549.000 ","2,447.000 "
NATIONAL PENN BANCSHARES INC,374.539 ,439.274 ,549.691 ,778.043 ,956.149 ,825.437 ,964.548 ,743.904 ,"1,161.816 ",727.780 ,"1,097.179 ",14.019 ,13.415 ,16.091 ,22.152 ,18.844 ,14.111 ,15.000 ,11.470 ,34.548 ,@NM,80.300 ,10.803 ,11.965 ,13.945 ,19.951 ,18.057 ,12.909 ,13.100 ,9.822 ,11.180 ,(8.313),(4.023),2.345 ,2.144 ,2.496 ,2.639 ,2.260 ,1.855 ,1.826 ,1.342 ,1.111 ,0.599 ,1.163 ,@NA,@NA,@NA,@NA,@NA,@NA,0.383 ,1.199 ,0.199 ,0.583 ,0.720 ,1.164 ,1.200 ,1.268 ,0.989 ,1.070 ,1.299 ,1.176 ,1.120 ,0.339 ,(3.758),0.151 ,98.600 ,107.798 ,134.447 ,98.397 ,93.894 ,122.459 ,111.203 ,111.520 ,195.830 ,603.257 ,702.382 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,50.223 ,58.130 ,67.554 ,69.889 ,91.650 ,99.913 ,105.889 ,106.299 ,69.346 ,(78.604),100.684 
NATIONAL PRESTO INDS INC,212.818 ,189.699 ,200.783 ,246.435 ,310.401 ,302.777 ,408.792 ,360.089 ,527.219 ,748.990 ,892.389 ,14.207 ,30.163 ,23.134 ,15.925 ,20.133 ,18.403 ,14.638 ,9.320 ,11.938 ,11.964 ,14.040 ,9.376 ,13.246 ,65.960 ,14.298 ,17.413 ,15.344 ,13.443 ,8.114 ,9.996 ,11.047 ,12.424 ,0.882 ,0.807 ,0.870 ,1.038 ,1.267 ,1.213 ,1.542 ,1.302 ,1.806 ,2.385 ,2.772 ,@NA,@NA,@NA,@NA,@NA,@NA,0.723 ,1.118 ,0.708 ,0.867 ,0.864 ,5.250 ,2.206 ,2.997 ,5.135 ,5.049 ,5.340 ,8.105 ,10.308 ,12.076 ,15.551 ,15.304 ,222.829 ,190.869 ,207.215 ,213.601 ,180.820 ,173.575 ,143.616 ,143.274 ,145.909 ,167.416 ,150.724 ,4.297 ,1.515 ,1.691 ,1.634 ,1.410 ,1.465 ,1.061 ,0.793 ,0.631 ,0.503 ,0.575 ,9.000 ,4.943 ,12.657 ,22.000 ,22.649 ,23.829 ,36.530 ,53.960 ,63.281 ,91.347 ,95.771 
NATIONAL RETAIL PROPERTIES,309.659 ,454.025 ,619.179 ,881.331 ,"1,070.582 ","1,104.237 ","1,354.876 ","1,680.812 ","1,347.215 ","1,748.486 ","2,212.273 ",8.085 ,15.116 ,15.804 ,20.000 ,24.235 ,28.292 ,22.282 ,20.875 ,13.976 ,35.367 ,34.416 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,0.793 ,1.143 ,1.227 ,1.477 ,1.567 ,1.484 ,1.506 ,1.418 ,0.979 ,1.153 ,1.526 ,@NA,@NA,@NA,@NA,@NA,@NA,0.171 ,0.916 ,1.252 ,1.136 ,1.031 ,5.071 ,2.877 ,4.407 ,3.915 ,3.457 ,2.795 ,3.538 ,3.086 ,3.659 ,1.905 ,2.360 ,2.190 ,6.974 ,1.737 ,4.364 ,1.947 ,38.425 ,38.262 ,27.499 ,2.626 ,15.225 ,2.048 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,61.055 ,49.267 ,72.780 ,81.453 ,85.517 ,87.164 ,99.875 ,125.709 ,149.748 ,123.210 ,136.856 
NATIONAL SEMICONDUCTOR CORP,"9,489.079 ","4,599.337 ","5,502.115 ","4,554.126 ","7,774.502 ","7,023.470 ","8,669.876 ","8,439.420 ","5,104.877 ","3,187.056 ","3,344.771 ",14.848 ,18.943 ,@NM,@NM,27.430 ,17.197 ,19.455 ,23.008 ,16.069 ,43.375 ,15.966 ,"11,861.348 ",6.719 ,105.002 ,20.776 ,19.272 ,12.196 ,13.768 ,15.258 ,10.790 ,9.232 ,20.445 ,6.385 ,2.507 ,3.146 ,2.605 ,4.725 ,3.878 ,4.474 ,4.872 ,19.687 ,12.612 ,9.631 ,@NA,@NA,@NA,@NA,@NA,@NA,2.713 ,2.599 ,2.092 ,1.271 ,1.221 ,26.345 ,10.401 ,(5.326),(1.484),12.485 ,16.584 ,17.889 ,17.044 ,15.462 ,3.734 ,9.196 ,849.900 ,822.800 ,699.400 ,915.400 ,782.200 ,"1,022.200 ","1,042.500 ",828.600 ,736.800 ,700.300 ,"1,027.000 ",2.782 ,5.585 ,5.388 ,4.659 ,1.045 ,1.354 ,0.714 ,0.791 ,0.938 ,1.511 ,0.406 ,286.600 ,273.400 ,(148.500),33.600 ,371.800 ,432.000 ,672.200 ,497.600 ,535.900 ,327.300 ,345.500 
NATIONWIDE HEALTH PPTYS INC,595.160 ,882.934 ,733.959 ,"1,149.481 ","1,582.249 ","1,445.763 ","2,553.590 ","2,915.434 ","2,853.303 ","4,003.062 ","4,592.975 ",9.398 ,13.642 ,21.638 ,22.733 ,28.963 ,36.271 ,47.219 ,23.765 ,28.436 ,32.574 ,32.195 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,1.269 ,1.905 ,1.646 ,2.248 ,2.581 ,2.478 ,2.803 ,2.279 ,1.793 ,2.118 ,2.043 ,@NA,@NA,@NA,@NA,@NA,@NA,0.589 ,1.276 ,1.067 ,1.166 ,0.966 ,4.597 ,4.703 ,2.602 ,3.487 ,3.479 ,2.953 ,2.231 ,4.215 ,2.906 ,3.268 ,3.393 ,6.149 ,9.062 ,8.387 ,10.726 ,8.473 ,10.005 ,14.695 ,19.407 ,82.250 ,382.278 ,59.591 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,128.404 ,121.685 ,112.322 ,112.481 ,128.410 ,147.456 ,165.072 ,200.115 ,204.413 ,214.260 ,232.910 
NATUS MEDICAL INC,@NA,99.231 ,64.227 ,69.114 ,136.480 ,289.616 ,353.876 ,419.527 ,362.328 ,419.918 ,409.930 ,@NM,@NM,@NM,@NM,@NM,46.114 ,@NM,43.000 ,18.768 ,36.073 ,33.762 ,@NA,(70.981),(11.500),@CF,@CF,38.464 ,80.864 ,34.913 ,18.076 ,19.279 ,21.388 ,@NA,1.605 ,1.142 ,1.328 ,2.683 ,5.099 ,3.564 ,3.753 ,1.582 ,1.762 ,1.600 ,@NA,@NA,@NA,@NA,@NA,@NA,1.019 ,1.421 ,1.648 ,1.476 ,1.430 ,(10.720),(7.155),(12.558),(4.812),(2.270),7.949 ,(0.747),5.159 ,6.756 ,3.801 ,3.600 ,0.983 ,53.086 ,44.918 ,37.635 ,35.743 ,52.209 ,15.392 ,11.916 ,56.915 ,33.551 ,29.388 ,4.410 ,4.387 ,4.429 ,6.500 ,6.637 ,2.004 ,2.641 ,3.545 ,3.013 ,3.347 ,2.912 ,0.249 ,(4.757),(8.336),(3.336),0.758 ,5.433 ,12.698 ,16.213 ,25.999 ,15.277 ,23.458 
NAVIGANT CONSULTING INC,151.738 ,217.250 ,251.930 ,843.042 ,"1,268.820 ","1,109.990 ","1,061.112 ",661.628 ,769.695 ,743.000 ,460.000 ,@NM,@NM,26.818 ,43.861 ,30.930 ,21.980 ,19.760 ,20.403 ,18.454 ,32.304 ,18.775 ,(6.626),45.108 ,13.220 ,32.947 ,27.708 ,16.905 ,14.946 ,8.827 ,11.102 ,12.043 ,8.285 ,1.217 ,1.999 ,1.767 ,4.867 ,4.812 ,3.008 ,2.269 ,1.953 ,2.079 ,1.812 ,1.006 ,@NA,@NA,@NA,@NA,@NA,@NA,1.451 ,2.510 ,0.329 ,0.253 ,0.328 ,(8.782),(3.344),4.404 ,7.327 ,9.640 ,9.184 ,8.120 ,4.289 ,5.055 ,2.676 ,2.768 ,48.798 ,35.950 ,8.109 ,38.402 ,36.897 ,14.871 ,11.745 ,11.656 ,23.134 ,49.144 ,1.981 ,14.646 ,15.953 ,12.965 ,13.976 ,10.337 ,12.037 ,9.607 ,6.265 ,10.874 ,10.342 ,8.441 ,7.844 ,3.120 ,16.355 ,32.283 ,71.777 ,91.891 ,105.064 ,85.103 ,93.961 ,60.541 ,56.428 
NAVIGATORS GROUP INC,112.011 ,169.242 ,194.708 ,386.708 ,380.169 ,723.359 ,804.799 ,"1,095.770 ",921.335 ,800.211 ,869.242 ,15.848 ,45.682 ,11.830 ,38.111 ,10.870 ,25.063 ,11.101 ,11.424 ,17.828 ,12.630 ,11.628 ,35.809 ,33.950 ,12.281 ,@CF,@CF,@CF,11.516 ,11.751 ,12.674 ,11.165 ,12.636 ,0.814 ,1.147 ,1.165 ,2.031 ,1.201 ,2.173 ,1.526 ,1.749 ,1.405 ,0.987 ,1.018 ,@NA,@NA,@NA,@NA,@NA,@NA,0.765 ,0.073 ,0.266 ,0.109 ,0.145 ,1.143 ,0.516 ,1.786 ,0.557 ,1.985 ,0.912 ,2.454 ,3.042 ,1.543 ,1.829 ,1.970 ,24.434 ,37.097 ,100.332 ,119.575 ,149.982 ,216.574 ,284.214 ,220.156 ,286.010 ,313.235 ,215.898 ,1.054 ,2.515 ,2.341 ,5.940 ,4.367 ,2.719 ,0.701 ,0.864 ,1.053 ,1.239 ,1.160 ,12.219 ,6.736 ,22.787 ,3.047 ,52.092 ,31.962 ,114.665 ,148.745 ,77.602 ,92.403 ,107.007 
NCI BUILDING SYSTEMS INC,276.032 ,241.627 ,349.461 ,410.444 ,652.259 ,872.120 ,"1,190.117 ",784.305 ,367.101 ,177.411 ,193.909 ,6.275 ,14.560 ,10.782 ,17.975 ,14.101 ,15.066 ,16.176 ,12.055 ,4.561 ,@NM,@NM,3.587 ,3.861 ,@CF,8.627 ,11.842 ,10.500 ,12.612 ,@CF,@CF,@CF,@CF,0.927 ,0.744 ,1.198 ,1.284 ,1.733 ,1.903 ,2.445 ,1.465 ,0.613 ,(9.737),27.412 ,@NA,@NA,@NA,@NA,@NA,@NA,0.640 ,0.969 ,1.460 ,2.270 ,2.111 ,5.111 ,1.971 ,4.454 ,3.197 ,5.734 ,5.650 ,5.658 ,4.745 ,5.713 ,(123.594),(55.524),2.999 ,21.125 ,9.530 ,14.204 ,8.222 ,200.716 ,25.038 ,75.054 ,70.840 ,98.932 ,83.996 ,2.972 ,3.453 ,5.625 ,7.131 ,7.321 ,5.756 ,8.504 ,5.361 ,5.960 ,7.561 ,5.077 ,113.670 ,67.640 ,72.224 ,57.163 ,96.976 ,104.470 ,137.287 ,130.939 ,158.510 ,6.678 ,(19.985)
NCI INC,@NA,@NA,@NA,@NA,@NA,96.412 ,107.458 ,139.498 ,246.042 ,228.942 ,191.943 ,@NA,@NA,@NA,@NA,@NA,8.974 ,22.159 ,18.202 ,23.539 ,16.758 ,13.137 ,@NA,@NA,@NA,@NA,@NA,16.749 ,15.158 ,16.117 ,23.253 ,15.620 ,10.955 ,@NA,@NA,@NA,@NA,@NA,32.266 ,1.695 ,1.826 ,2.643 ,1.967 ,1.322 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.321 ,0.239 ,0.112 ,0.263 ,@NA,@NA,@NA,9.837 ,9.550 ,13.680 ,8.670 ,7.033 ,8.506 ,9.169 ,8.858 ,@NA,@NA,@NA,1.340 ,0.040 ,12.323 ,13.930 ,0.109 ,1.267 ,1.193 ,2.791 ,@NA,@NA,@NA,0.599 ,1.220 ,1.448 ,1.186 ,0.657 ,1.094 ,0.953 ,0.523 ,@NA,@NA,@NA,6.784 ,7.751 ,11.229 ,14.024 ,22.333 ,30.384 ,35.313 ,39.778 
NCR CORP,"4,737.173 ","3,580.691 ","2,316.122 ","3,670.480 ","6,452.236 ","6,231.384 ","7,619.832 ","4,543.100 ","2,231.292 ","1,771.896 ","2,448.441 ",26.270 ,16.096 ,18.261 ,63.607 ,22.332 ,11.867 ,50.905 ,26.421 ,10.100 ,30.081 ,22.275 ,7.009 ,5.552 ,4.690 ,10.289 ,12.281 ,8.831 ,@SF,16.315 ,5.943 ,9.326 ,9.672 ,2.787 ,1.843 ,1.314 ,2.808 ,3.368 ,2.793 ,3.184 ,2.571 ,1.485 ,3.938 ,3.127 ,@NA,@NA,@NA,@NA,@NA,@NA,2.311 ,2.119 ,1.436 ,1.529 ,1.338 ,3.486 ,4.552 ,2.740 ,1.058 ,5.221 ,10.006 ,7.308 ,3.577 ,5.429 ,(0.806),2.545 ,357.000 ,336.000 ,526.000 ,689.000 ,750.000 ,810.000 ,947.000 ,952.000 ,711.000 ,451.000 ,496.000 ,1.762 ,4.576 ,2.034 ,2.148 ,1.807 ,1.880 ,1.607 ,1.602 ,1.616 ,2.609 ,1.382 ,270.000 ,234.000 ,210.000 ,131.000 ,233.000 ,429.000 ,482.000 ,311.000 ,368.000 ,103.000 ,119.000 
NEENAH PAPER INC,@NA,@NA,@NA,@NA,481.828 ,413.364 ,522.171 ,435.589 ,129.002 ,204.577 ,290.477 ,@NA,@NA,@NA,@NA,@NM,18.543 ,5.459 ,13.433 ,@NM,@NM,11.645 ,@NA,@NA,@NA,@NA,@CF,(28.907),4.425 ,5.679 ,2.054 ,(5.286),5.301 ,@NA,@NA,@NA,@NA,1.110 ,1.910 ,2.276 ,1.662 ,0.630 ,1.937 ,1.792 ,@NA,@NA,@NA,@NA,@NA,@NA,1.176 ,1.055 ,1.713 ,2.074 ,1.744 ,@NA,@NA,11.531 ,6.571 ,(4.667),(5.531),12.811 ,4.063 ,(6.909),(0.282),4.121 ,@NA,@NA,0.000 ,0.000 ,19.100 ,12.600 ,1.600 ,2.400 ,3.300 ,5.600 ,48.300 ,@NA,@NA,1.475 ,1.027 ,3.850 ,3.654 ,2.975 ,0.728 ,1.457 ,1.707 ,1.928 ,@NA,@NA,98.000 ,73.300 ,82.900 ,24.300 ,35.100 ,55.200 ,27.200 ,32.500 ,50.700 
